zip,fips,state,county,population
79007,48233,TX,Hutchinson,16721
79014,48211,TX,Hemphill,3370
79019,48011,TX,Armstrong,1754
79022,48111,TX,Dallam,11543
79027,48069,TX,Castro,6894
79029,48341,TX,Moore,18117
79035,48369,TX,Parmer,9444
79036,48065,TX,Carson,10086
79044,48205,TX,Hartley,1049
79045,48117,TX,Deaf Smith,18976
79059,48393,TX,Roberts,669
79065,48179,TX,Gray,21178
79070,48357,TX,Ochiltree,9783
79072,48189,TX,Hale,33004
79079,48483,TX,Wheeler,4918
79081,48195,TX,Hansford,5300
79086,48421,TX,Sherman,4862
79088,48437,TX,Swisher,6379
79092,48359,TX,Oldham,1368
79095,48087,TX,Collingsworth,2598
79107,48375,TX,Potter,119317
79109,48381,TX,Randall,142413
79201,48075,TX,Childress,6851
79226,48129,TX,Donley,3429
79227,48155,TX,Foard,1155
79235,48153,TX,Floyd,5236
79236,48269,TX,King,179
79244,48345,TX,Motley,1238
79245,48191,TX,Hall,2832
79248,48101,TX,Cottle,1243
79252,48197,TX,Hardeman,3564
79257,48045,TX,Briscoe,1175
79316,48445,TX,Terry,11298
79322,48107,TX,Crosby,5137
79331,48115,TX,Dawson,13092
79339,48279,TX,Lamb,11738
79346,48079,TX,Cochran,2588
79347,48017,TX,Bailey,8765
79355,48501,TX,Yoakum,1652
79356,48169,TX,Garza,5475
79360,48165,TX,Gaines,28146
79370,48125,TX,Dickens,1746
79373,48305,TX,Lynn,4525
79407,48219,TX,Hockley,42921
79424,48303,TX,Lubbock,292127
79502,48433,TX,Stonewall,1205
79510,48059,TX,Callahan,12983
79512,48335,TX,Mitchell,9037
79521,48207,TX,Haskell,5365
79528,48263,TX,Kent,683
79546,48151,TX,Fisher,3145
79549,48415,TX,Scurry,16662
79556,48353,TX,Nolan,15611
79601,48253,TX,Jones,38312
79606,48441,TX,Taylor,126523
79705,48317,TX,Martin,49912
79707,48329,TX,Midland,144927
79714,48003,TX,Andrews,18518
79720,48227,TX,Howard,33463
79731,48103,TX,Crane,4319
79734,48243,TX,Jeff Davis,1740
79735,48371,TX,Pecos,13367
79738,48033,TX,Borden,540
79739,48173,TX,Glasscock,862
79745,48495,TX,Winkler,7540
79752,48461,TX,Upton,3216
79754,48301,TX,Loving,54
79756,48475,TX,Ward,11234
79762,48135,TX,Ector,145562
79772,48389,TX,Reeves,13240
79830,48043,TX,Brewster,9165
79845,48377,TX,Presidio,6043
79848,48443,TX,Terrell,958
79851,48229,TX,Hudspeth,2752
79855,48109,TX,Culberson,2340
79936,48141,TX,El Paso,866692
80013,8005,CO,Arapahoe,601156
80020,8014,CO,Broomfield,115617
80022,8001,CO,Adams,545888
80107,8039,CO,Elbert,24323
80123,8059,CO,Jefferson,565098
80134,8035,CO,Douglas,365049
80219,8031,CO,Denver,719028
80421,8093,CO,Park,15747
80422,8047,CO,Gilpin,5292
80424,8117,CO,Summit,31624
80439,8019,CO,Clear Creek,30425
80446,8049,CO,Grand,15006
80461,8065,CO,Lake,7411
80480,8057,CO,Jackson,1422
80487,8107,CO,Routt,24978
80501,8013,CO,Boulder,285296
80525,8069,CO,Larimer,352634
80634,8123,CO,Weld,386260
80701,8087,CO,Morgan,29450
80720,8121,CO,Washington,4324
80734,8095,CO,Phillips,4805
80737,8115,CO,Sedgwick,2341
80751,8075,CO,Logan,21056
80759,8125,CO,Yuma,9781
80807,8063,CO,Kit Carson,7149
80810,8017,CO,Cheyenne,1730
80828,8073,CO,Lincoln,6868
80863,8119,CO,Teller,25516
80918,8041,CO,El Paso,731825
81007,8101,CO,Pueblo,168417
81036,8061,CO,Kiowa,1366
81050,8089,CO,Otero,17120
81052,8099,CO,Prowers,11289
81054,8011,CO,Bent,6133
81063,8025,CO,Crowley,5695
81073,8009,CO,Baca,3481
81082,8071,CO,Las Animas,14351
81089,8055,CO,Huerfano,8660
81101,8003,CO,Alamosa,16551
81120,8021,CO,Conejos,5988
81125,8109,CO,Saguache,6776
81130,8079,CO,Mineral,786
81144,8105,CO,Rio Grande,11245
81147,8007,CO,Archuleta,13302
81151,8023,CO,Costilla,4948
81201,8015,CO,Chaffee,19932
81212,8043,CO,Fremont,49450
81230,8051,CO,Gunnison,16527
81235,8053,CO,Hinsdale,845
81252,8027,CO,Custer,4929
81301,8067,CO,La Plata,56822
81321,8083,CO,Montezuma,21036
81323,8033,CO,Dolores,7804
81401,8085,CO,Montrose,44484
81416,8029,CO,Delta,30070
81432,8091,CO,Ouray,4401
81433,8111,CO,San Juan,626
81435,8113,CO,San Miguel,8634
81504,8077,CO,Mesa,156431
81601,8045,CO,Garfield,48212
81620,8037,CO,Eagle,43274
81623,8097,CO,Pitkin,30694
81625,8081,CO,Moffat,13262
81650,8103,CO,Rio Blanco,20481
82001,56021,WY,Laramie,100685
82070,56001,WY,Albany,37705
82201,56031,WY,Platte,8723
82225,56027,WY,Niobrara,2373
82240,56015,WY,Goshen,12510
82301,56007,WY,Carbon,14444
82401,56043,WY,Washakie,7836
82414,56029,WY,Park,31047
82431,56003,WY,Big Horn,11208
82443,56017,WY,Hot Springs,4602
82501,56013,WY,Fremont,39468
82604,56025,WY,Natrona,79701
82633,56009,WY,Converse,13765
82701,56045,WY,Weston,6875
82718,56005,WY,Campbell,47162
82721,56011,WY,Crook,7149
82801,56033,WY,Sheridan,31579
82834,56019,WY,Johnson,8490
82901,56037,WY,Sweetwater,41786
82930,56041,WY,Uinta,20642
82941,56035,WY,Sublette,8806
83001,56039,WY,Teton,22830
83110,56023,WY,Lincoln,20210
83201,16005,ID,Bannock,71906
83204,16077,ID,Power,25767
83213,16023,ID,Butte,2964
83221,16011,ID,Bingham,47851
83226,16037,ID,Custer,4109
83252,16071,ID,Oneida,4667
83254,16007,ID,Bear Lake,6359
83263,16041,ID,Franklin,14715
83276,16029,ID,Caribou,7249
83301,16083,ID,Twin Falls,93666
83318,16031,ID,Cassia,26171
83327,16025,ID,Camas,1107
83330,16047,ID,Gooding,13299
83333,16013,ID,Blaine,24541
83338,16053,ID,Jerome,24830
83350,16067,ID,Minidoka,22157
83352,16063,ID,Lincoln,5225
83401,16019,ID,Bonneville,128290
83423,16033,ID,Clark,701
83440,16065,ID,Madison,55519
83442,16051,ID,Jefferson,31220
83445,16043,ID,Fremont,11596
83455,16081,ID,Teton,12101
83467,16059,ID,Lemhi,8158
83501,16069,ID,Nez Perce,43674
83523,16061,ID,Lewis,1512
83530,16049,ID,Idaho,18475
83544,16035,ID,Clearwater,8389
83612,16003,ID,Adams,4474
83617,16045,ID,Gem,19044
83622,16015,ID,Boise,5984
83628,16073,ID,Owyhee,15142
83638,16085,ID,Valley,12333
83646,16001,ID,Ada,490143
83647,16039,ID,Elmore,49123
83661,16075,ID,Payette,24899
83672,16087,ID,Washington,10866
83686,16027,ID,Canyon,241156
83805,16021,ID,Boundary,12673
83837,16079,ID,Shoshone,13492
83843,16057,ID,Latah,40238
83854,16055,ID,Kootenai,179597
83861,16009,ID,Benewah,10411
83864,16017,ID,Bonner,47240
84015,49011,UT,Davis,358348
84032,49051,UT,Wasatch,33069
84043,49049,UT,Utah,679941
84046,49009,UT,Daggett,735
84050,49029,UT,Morgan,12585
84064,49033,UT,Rich,2588
84066,49013,UT,Duchesne,22954
84074,49045,UT,Tooele,76731
84078,49047,UT,Uintah,33388
84096,49035,UT,Salt Lake,1188010
84098,49043,UT,Summit,45343
84302,49003,UT,Box Elder,59425
84321,49005,UT,Cache,137031
84404,49057,UT,Weber,274577
84501,49007,UT,Carbon,20446
84511,49037,UT,San Juan,12536
84528,49015,UT,Emery,9968
84532,49019,UT,Grand,10648
84624,49027,UT,Millard,13179
84627,49039,UT,Sanpete,29590
84648,49023,UT,Juab,12148
84701,49041,UT,Sevier,21858
84713,49001,UT,Beaver,7172
84721,49021,UT,Iron,60112
84741,49025,UT,Kane,7917
84747,49055,UT,Wayne,2545
84750,49031,UT,Piute,1783
84759,49017,UT,Garfield,5088
84790,49053,UT,Washington,189913
85142,4021,AZ,Pinal,539755
85326,4013,AZ,Maricopa,4424959
85344,4012,AZ,La Paz,16605
85364,4027,AZ,Yuma,207287
85540,4011,AZ,Greenlee,9454
85541,4007,AZ,Gila,60919
85546,4009,AZ,Graham,46695
85635,4003,AZ,Cochise,118598
85648,4023,AZ,Santa Cruz,48686
85706,4019,AZ,Pima,1026316
85901,4017,AZ,Navajo,97183
86001,4005,AZ,Coconino,144040
86314,4025,AZ,Yavapai,243233
86442,4015,AZ,Mohave,217003
86503,4001,AZ,Apache,69057
87020,35006,NM,Cibola,29105
87031,35061,NM,Valencia,71275
87035,35057,NM,Torrance,12903
87121,35001,NM,Bernalillo,671011
87124,35043,NM,Sandoval,172192
87301,35031,NM,McKinley,69627
87401,35045,NM,San Juan,119461
87507,35049,NM,Santa Fe,156550
87532,35039,NM,Rio Arriba,44772
87547,35028,NM,Los Alamos,5568
87571,35055,NM,Taos,33334
87701,35047,NM,San Miguel,27026
87732,35033,NM,Mora,4113
87740,35007,NM,Colfax,12308
87801,35053,NM,Socorro,16606
87829,35003,NM,Catron,3685
87901,35051,NM,Sierra,11491
88001,35013,NM,Doña Ana,214967
88030,35029,NM,Luna,25420
88045,35023,NM,Hidalgo,4273
88061,35017,NM,Grant,27680
88101,35009,NM,Curry,47787
88119,35011,NM,De Baca,1612
88130,35041,NM,Roosevelt,19057
88203,35005,NM,Chaves,65405
88220,35015,NM,Eddy,60651
88240,35025,NM,Lea,73154
88310,35035,NM,Otero,74321
88345,35027,NM,Lincoln,20238
88401,35037,NM,Quay,7857
88415,35059,NM,Union,4100
88426,35021,NM,Harding,1579
88435,35019,NM,Guadalupe,4266
89010,32009,NV,Esmeralda,815
89031,32003,NV,Clark,2293727
89042,32017,NV,Lincoln,4452
89048,32023,NV,Nye,53434
89301,32033,NV,White Pine,8781
89403,32019,NV,Lyon,37156
89406,32001,NV,Churchill,49639
89415,32021,NV,Mineral,4557
89419,32027,NV,Pershing,5211
89434,32029,NV,Storey,28626
89436,32031,NV,Washoe,466697
89445,32013,NV,Humboldt,18539
89460,32005,NV,Douglas,42931
89701,32025,NV,Ormsby,65163
89801,32007,NV,Elko,51807
89820,32015,NV,Lander,5752
89822,32011,NV,Eureka,3721
90011,6037,CA,Los Angeles,9847222
91911,6073,CA,San Diego,3316320
92243,6025,CA,Imperial,173680
92336,6071,CA,San Bernardino,2178740
92503,6065,CA,Riverside,2454198
92683,6059,CA,Orange,3136556
93033,6111,CA,Ventura,848566
93230,6031,CA,Kings,151480
93257,6107,CA,Tulare,501613
93307,6029,CA,Kern,903338
93446,6079,CA,San Luis Obispo,276441
93458,6083,CA,Santa Barbara,444243
93513,6027,CA,Inyo,5229
93514,6051,CA,Mono,26582
93635,6047,CA,Merced,283620
93638,6039,CA,Madera,160555
93722,6019,CA,Fresno,987457
93905,6053,CA,Monterey,430564
94080,6081,CA,San Mateo,716065
94112,6075,CA,San Francisco,836321
94533,6095,CA,Solano,449408
94544,6001,CA,Alameda,1670748
94558,6055,CA,Napa,129448
94565,6013,CA,Contra Costa,1167715
94901,6041,CA,Marin,291236
94928,6097,CA,Sonoma,460034
95023,6069,CA,San Benito,63913
95035,6085,CA,Santa Clara,1927325
95076,6087,CA,Santa Cruz,282653
95206,6077,CA,San Joaquin,760267
95223,6003,CA,Alpine,4613
95252,6009,CA,Calaveras,42959
95338,6043,CA,Mariposa,16276
95355,6099,CA,Stanislaus,555777
95370,6109,CA,Tuolumne,55630
95422,6033,CA,Lake,68139
95482,6045,CA,Mendocino,90501
95503,6023,CA,Humboldt,135862
95531,6015,CA,Del Norte,27240
95616,6113,CA,Yolo,219609
95640,6005,CA,Amador,41024
95747,6061,CA,Placer,416027
95762,6017,CA,El Dorado,192322
95823,6067,CA,Sacramento,1585784
95901,6115,CA,Yuba,84388
95926,6007,CA,Butte,209030
95932,6011,CA,Colusa,21447
95945,6057,CA,Nevada,96827
95963,6021,CA,Glenn,30076
95971,6063,CA,Plumas,18199
95991,6101,CA,Sutter,98429
96003,6089,CA,Shasta,172254
96080,6103,CA,Tehama,72643
96093,6105,CA,Trinity,15544
96097,6093,CA,Siskiyou,42931
96101,6049,CA,Modoc,9329
96118,6091,CA,Sierra,3089
96130,6035,CA,Lassen,33734
96706,15003,HI,Honolulu,1003666
96720,15001,HI,Hawaii,203684
96742,15005,HI,Kalawao,43
96746,15007,HI,Kauai,73610
96793,15009,HI,Maui,164632
97031,41027,OR,Hood River,24046
97045,41005,OR,Clackamas,414101
97051,41009,OR,Columbia,54388
97058,41065,OR,Wasco,29263
97065,41055,OR,Sherman,1908
97103,41007,OR,Clatsop,40532
97128,41071,OR,Yamhill,109718
97141,41057,OR,Tillamook,27395
97206,41051,OR,Multnomah,796665
97229,41067,OR,Washington,613964
97301,41047,OR,Marion,352625
97304,41053,OR,Polk,85069
97322,41043,OR,Linn,144459
97330,41003,OR,Benton,85644
97367,41041,OR,Lincoln,49166
97402,41039,OR,Lane,385047
97415,41015,OR,Curry,23473
97420,41011,OR,Coos,64844
97471,41019,OR,Douglas,111392
97504,41029,OR,Jackson,221558
97527,41033,OR,Josephine,89074
97603,41035,OR,Klamath,67682
97630,41037,OR,Lake,8384
97702,41017,OR,Deschutes,202344
97720,41025,OR,Harney,7515
97741,41031,OR,Jefferson,17725
97754,41013,OR,Crook,25523
97812,41021,OR,Gilliam,1980
97814,41001,OR,Baker,16595
97818,41049,OR,Morrow,12211
97828,41063,OR,Wallowa,7532
97830,41069,OR,Wheeler,1430
97838,41059,OR,Umatilla,80122
97845,41023,OR,Grant,7431
97850,41061,OR,Union,26236
97914,41045,OR,Malheur,31714
98012,53061,WA,Snohomish,831810
98052,53033,WA,King,2274423
98225,53073,WA,Whatcom,226483
98250,53055,WA,San Juan,18086
98273,53057,WA,Skagit,131941
98277,53029,WA,Island,86747
98366,53035,WA,Kitsap,276228
98368,53031,WA,Jefferson,37552
98382,53009,WA,Clallam,73354
98391,53053,WA,Pierce,916052
98501,53067,WA,Thurston,294708
98520,53027,WA,Grays Harbor,77475
98531,53041,WA,Lewis,85796
98577,53049,WA,Pacific,24705
98584,53045,WA,Mason,65451
98612,53069,WA,Wahkiakum,4150
98620,53039,WA,Klickitat,22303
98632,53015,WA,Cowlitz,115695
98648,53059,WA,Skamania,9860
98682,53011,WA,Clark,509515
98801,53007,WA,Chelan,79575
98802,53017,WA,Douglas,44945
98837,53025,WA,Grant,96593
98841,53047,WA,Okanogan,43606
98902,53077,WA,Yakima,233507
98926,53037,WA,Kittitas,44696
99114,53065,WA,Stevens,33664
99122,53043,WA,Lincoln,11827
99141,53019,WA,Ferry,12522
99156,53051,WA,Pend Oreille,12948
99163,53075,WA,Whitman,47251
99208,53063,WA,Spokane,553142
99301,53021,WA,Franklin,96911
99328,53013,WA,Columbia,3702
99336,53005,WA,Benton,233336
99344,53001,WA,Adams,23143
99347,53023,WA,Garfield,2467
99362,53071,WA,Walla Walla,62244
99403,53003,WA,Asotin,22460
99503,2050,AK,Bethel,31378
99504,2020,AK,Anchorage,283115
99576,2070,AK,Dillingham,4780
99611,2122,AK,Kenai Peninsula,59843
99612,2013,AK,Aleutians East,3423
99613,2164,AK,Lake and Peninsula,1317
99615,2150,AK,Kodiak Island,12878
99620,2270,AK,Wade Hampton,8216
99633,2060,AK,Bristol Bay,524
99654,2170,AK,Matanuska-Susitna,110798
99685,2016,AK,Aleutians West,5019
99689,2282,AK,Yakutat,506
99701,2290,AK,Yukon-Koyukuk,22581
99709,2090,AK,Fairbanks North Star,78313
99723,2185,AK,North Slope,10620
99737,2240,AK,Southeast Fairbanks,7033
99752,2188,AK,Northwest Arctic,7611
99755,2068,AK,Denali,1811
99762,2180,AK,Nome,9901
99801,2110,AK,Juneau,31959
99827,2100,AK,Haines,2166
99833,2280,AK,Wrangell-Petersburg,5500
99835,2220,AK,Sitka,8393
99840,2232,AK,Skagway-Hoonah-Angoon,3532
99901,2130,AK,Ketchikan Gateway,13875
99921,2201,AK,Prince of Wales-Outer Ketchika,8254
